Group Name,CVE,Severity,Description,Attack Vector,Attack Complexity,Privileges Required,User Interaction,Confidentiality,Integrity,Availability,CPE String
Conti,CVE-2019-1405,7.8 ,"An elevation of privilege vulnerability exists when the Windows Universal Plug and Play (UPnP) service improperly allows COM object creation, aka 'Windows UPnP Service Elevation of Privilege Vulnerability'.",Local,Low,Low,None,High,High,High,"[['Operating System', 'microsoft', 'windows_10', '-'], ['Operating System', 'microsoft', 'windows_10', '1607'], ['Operating System', 'microsoft', 'windows_10', '1709'], ['Operating System', 'microsoft', 'windows_10', '1803'], ['Operating System', 'microsoft', 'windows_10', '1809'], ['Operating System', 'microsoft', 'windows_10', '1903'], ['Operating System', 'microsoft', 'windows_7', '-'], ['Operating System', 'microsoft', 'windows_8.1', '-'], ['Operating System', 'microsoft', 'windows_rt_8.1', '-']]"
Conti,CVE-2020-0787,7.8 ,"An elevation of privilege vulnerability exists when the Windows Background Intelligent Transfer Service (BITS) improperly handles symbolic links, aka 'Windows Background Intelligent Transfer Service Elevation of Privilege Vulnerability'.",Local,Low,Low,None,High,High,High,"[['Operating System', 'microsoft', 'windows_10', '-'], ['Operating System', 'microsoft', 'windows_10', '1607'], ['Operating System', 'microsoft', 'windows_10', '1709'], ['Operating System', 'microsoft', 'windows_10', '1803'], ['Operating System', 'microsoft', 'windows_10', '1809'], ['Operating System', 'microsoft', 'windows_10', '1903'], ['Operating System', 'microsoft', 'windows_10', '1909'], ['Operating System', 'microsoft', 'windows_7', '-'], ['Operating System', 'microsoft', 'windows_8.1', '-']]"
Conti,CVE-2021-1675,8.8 ,Windows Print Spooler Elevation of Privilege Vulnerability,Network,Low,None,Required,High,High,High,"[['Operating System', 'microsoft', 'windows_server_2008', '-'], ['Operating System', 'microsoft', 'windows_server_2008', 'r2'], ['Operating System', 'microsoft', 'windows_server_2012', '-'], ['Operating System', 'microsoft', 'windows_server_2012', 'r2'], ['Operating System', 'microsoft', 'windows_10', '-'], ['Operating System', 'microsoft', 'windows_10', '20h2'], ['Operating System', 'microsoft', 'windows_10', '21h1'], ['Operating System', 'microsoft', 'windows_10', '1607'], ['Operating System', 'microsoft', 'windows_10', '1809'], ['Operating System', 'microsoft', 'windows_10', '1909'], ['Operating System', 'microsoft', 'windows_10', '2004'], ['Operating System', 'microsoft', 'windows_7', '-'], ['Operating System', 'microsoft', 'windows_8.1', '-'], ['Operating System', 'microsoft', 'windows_server_2008', '-'], ['Operating System', 'microsoft', 'windows_server_2008', 'r2'], ['Operating System', 'microsoft', 'windows_server_2012', '-'], ['Operating System', 'microsoft', 'windows_server_2012', 'r2']]"
Conti,CVE-2021-44228,0.0 ,"Apache Log4j2 2.0-beta9 through 2.15.0 (excluding security releases 2.12.2, 2.12.3, and 2.3.1) JNDI features used in configuration, log messages, and parameters do not protect against attacker controlled LDAP and other JNDI related endpoints. An attacker who can control log messages or log message parameters can execute arbitrary code loaded from LDAP servers when message lookup substitution is enabled. From log4j 2.15.0, this behavior has been disabled by default. From version 2.16.0 (along with 2.12.2, 2.12.3, and 2.3.1), this functionality has been completely removed. Note that this vulnerability is specific to log4j-core and does not affect log4net, log4cxx, or other Apache Logging Services projects.",Network,Low,None,None,High,High,High,"[['Application', 'percussion', 'rhythmyx', 'versions up to (including) 7.3'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'bentley', 'synchro', '*'], ['Application', 'bentley', 'synchro_4d', 'versions up to (excluding) 6.2'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Operating System', 'fedoraproject', 'fedora', '35'], ['Operating System', 'fedoraproject', 'fedora', '34'], ['Operating System', 'fedoraproject', 'fedora', '35'], ['Application', 'snowsoftware', 'snow_commander', 'versions up to (excluding) 8.10'], ['Application', 'snowsoftware', 'vm_access_proxy', 'versions up to (excluding) 3.6'], ['Application', 'cisco', 'automated_subsea_tuning', '02.01.00'], ['Application', 'cisco', 'broadworks', '-'], ['Application', 'cisco', 'cloudcenter_suite', '4.10\\(0.15\\)'], ['Application', 'cisco', 'cloudcenter_suite', '5.3\\(0\\)'], ['Application', 'cisco', 'cloudcenter_suite', '5.4\\(1\\)'], ['Application', 'cisco', 'cloudcenter_suite', '5.5\\(0\\)'], ['Application', 'cisco', 'cloudcenter_suite', '5.5\\(1\\)'], ['Application', 'cisco', 'common_services_platform_collector', '002'], ['Operating System', 'cisco', 'fxos', '6.2.3'], ['Operating System', 'cisco', 'fxos', '6.3.0'], ['Operating System', 'cisco', 'fxos', '6.4.0'], ['Operating System', 'cisco', 'fxos', '6.5.0'], ['Operating System', 'cisco', 'fxos', '6.6.0'], ['Operating System', 'cisco', 'fxos', '6.7.0'], ['Operating System', 'cisco', 'fxos', '7.0.0'], ['Operating System', 'cisco', 'fxos', '7.1.0'], ['Hardware Devices', 'cisco', 'firepower_1010', '-'], ['Operating System', 'siemens', 'sppa-t3000_ses3000_firmware', '*'], ['Hardware Devices', 'siemens', 'sppa-t3000_ses3000', '-'], ['Application', 'cisco', 'advanced_malware_protection_virtual_private_cloud_appliance', 'versions up to (excluding) 3.5'], ['Application', 'cisco', 'automated_subsea_tuning', 'versions up to (excluding) 2.1'], ['Application', 'cisco', 'broadworks', 'versions up to (excluding) 2021.11'], ['Application', 'cisco', 'business_process_automation', 'versions up to (excluding) 3.0'], ['Application', 'cisco', 'business_process_automation', '*'], ['Application', 'intel', 'audio_development_kit', '-'], ['Application', 'intel', 'computer_vision_annotation_tool', '-'], ['Application', 'intel', 'data_center_manager', '-'], ['Application', 'intel', 'genomics_kernel_library', '-'], ['Application', 'intel', 'oneapi_sample_browser', '-'], ['Application', 'intel', 'secure_device_onboard', '-'], ['Application', 'intel', 'sensor_solution_firmware_development_kit', '-'], ['Application', 'intel', 'system_debugger', '-'], ['Application', 'netapp', 'active_iq_unified_manager', '-'], ['Application', 'netapp', 'active_iq_unified_manager', '-'], ['Application', 'netapp', 'active_iq_unified_manager', '-'], ['Application', 'netapp', 'cloud_insights', '-'], ['Application', 'netapp', 'cloud_manager', '-'], ['Application', 'netapp', 'cloud_secure_agent', '-'], ['Application', 'netapp', 'oncommand_insight', '-'], ['Application', 'netapp', 'ontap_tools', '-'], ['Application', 'siemens', 'captial', 'versions up to (excluding) 2019.1'], ['Application', 'siemens', 'captial', '2019.1'], ['Application', 'siemens', 'captial', '2019.1'], ['Application', 'siemens', 'comos', '*'], ['Application', 'siemens', 'desigo_cc_advanced_reports', '4.0'], ['Application', 'siemens', 'desigo_cc_advanced_reports', '4.1'], ['Application', 'siemens', 'desigo_cc_advanced_reports', '4.2'], ['Application', 'siemens', 'desigo_cc_advanced_reports', ''], ['Application', 'sonicwall', 'email_security', 'versions up to (excluding) 10.0'], ['Operating System', 'debian', 'debian_linux', '9.0'], ['Operating System', 'debian', 'debian_linux', '10.0'], ['Operating System', 'debian', 'debian_linux', '11.0'], ['Operating System', 'fedoraproject', 'fedora', '35'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '*'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '2.0'], ['Application', 'apache', 'log4j', '*']]"
Conti,CVE-2022-41040,8.8 ,Microsoft Exchange Server Elevation of Privilege Vulnerability.,Network,Low,Low,None,High,High,High,[]
Conti,CVE-2022-41082,8.8 ,Microsoft Exchange Server Remote Code Execution Vulnerability.,Network,Low,Low,None,High,High,High,[]
Conti,CVE-2022-40139,7.2 ,"Improper validation of some components used by the rollback mechanism in Trend Micro Apex One and Trend Micro Apex One as a Service clients could allow a Apex One server administrator to instruct affected clients to download an unverified rollback package, which could lead to remote code execution. Please note: an attacker must first obtain Apex One server administration console access in order to exploit this vulnerability.",Network,Low,High,None,High,High,High,"[['Application', 'trendmicro', 'apex_one', '-'], ['Application', 'trendmicro', 'apex_one', '2019'], ['Operating System', 'microsoft', 'windows', '-']]"
Conti,CVE-2021-34473,9.8 ,"Microsoft Exchange Server Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-31196, CVE-2021-31206.",Network,Low,None,None,High,High,High,"[['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2019'], ['Application', 'microsoft', 'exchange_server', '2019']]"
Conti,CVE-2021-34523,9.8 ,"Microsoft Exchange Server Elevation of Privilege Vulnerability This CVE ID is unique from CVE-2021-33768, CVE-2021-34470.",Network,Low,None,None,High,High,High,"[['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2019'], ['Application', 'microsoft', 'exchange_server', '2019']]"
Conti,CVE-2021-31207,7.2 ,Microsoft Exchange Server Security Feature Bypass Vulnerability,Network,Low,High,None,High,High,High,"[['Application', 'microsoft', 'exchange_server', '2013'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2016'], ['Application', 'microsoft', 'exchange_server', '2019'], ['Application', 'microsoft', 'exchange_server', '2019']]"
Conti,CVE-2017-0143,8.1 ,"The SMBv1 server in Microsoft Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; Windows 7 SP1; Windows 8.1; Windows Server 2012 Gold and R2; Windows RT 8.1; and Windows 10 Gold, 1511, and 1607; and Windows Server 2016 allows remote attackers to execute arbitrary code via crafted packets, aka ""Windows SMB Remote Code Execution Vulnerability."" This vulnerability is different from those described in CVE-2017-0144, CVE-2017-0145, CVE-2017-0146, and CVE-2017-0148.",Network,High,None,None,High,High,High,"[['Application', 'microsoft', 'server_message_block', '1.0'], ['Operating System', 'microsoft', 'windows_10', '*'], ['Operating System', 'microsoft', 'windows_10', '1511'], ['Operating System', 'microsoft', 'windows_10', '1607'], ['Operating System', 'microsoft', 'windows_7', '-'], ['Operating System', 'microsoft', 'windows_8.1', '*'], ['Operating System', 'microsoft', 'windows_rt_8.1', '-'], ['Operating System', 'microsoft', 'windows_server_2008', '-']]"
Conti,CVE-2017-0144,8.1 ,"The SMBv1 server in Microsoft Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; Windows 7 SP1; Windows 8.1; Windows Server 2012 Gold and R2; Windows RT 8.1; and Windows 10 Gold, 1511, and 1607; and Windows Server 2016 allows remote attackers to execute arbitrary code via crafted packets, aka ""Windows SMB Remote Code Execution Vulnerability."" This vulnerability is different from those described in CVE-2017-0143, CVE-2017-0145, CVE-2017-0146, and CVE-2017-0148.",Network,High,None,None,High,High,High,"[['Application', 'microsoft', 'server_message_block', '1.0'], ['Operating System', 'microsoft', 'windows_10', '*'], ['Operating System', 'microsoft', 'windows_10', '1511'], ['Operating System', 'microsoft', 'windows_10', '1607'], ['Operating System', 'microsoft', 'windows_7', '-'], ['Operating System', 'microsoft', 'windows_8.1', '*'], ['Operating System', 'microsoft', 'windows_rt_8.1', '-'], ['Operating System', 'microsoft', 'windows_server_2008', '-']]"
Conti,CVE-2017-0145,8.1 ,"The SMBv1 server in Microsoft Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; Windows 7 SP1; Windows 8.1; Windows Server 2012 Gold and R2; Windows RT 8.1; and Windows 10 Gold, 1511, and 1607; and Windows Server 2016 allows remote attackers to execute arbitrary code via crafted packets, aka ""Windows SMB Remote Code Execution Vulnerability."" This vulnerability is different from those described in CVE-2017-0143, CVE-2017-0144, CVE-2017-0146, and CVE-2017-0148.",Network,High,None,None,High,High,High,"[['Application', 'microsoft', 'server_message_block', '1.0'], ['Operating System', 'microsoft', 'windows_10', '*'], ['Operating System', 'microsoft', 'windows_10', '1511'], ['Operating System', 'microsoft', 'windows_10', '1607'], ['Operating System', 'microsoft', 'windows_7', '-'], ['Operating System', 'microsoft', 'windows_8.1', '*'], ['Operating System', 'microsoft', 'windows_rt_8.1', '-'], ['Operating System', 'microsoft', 'windows_server_2008', '-']]"
Conti,CVE-2017-0146,8.1 ,"The SMBv1 server in Microsoft Windows Vista SP2; Windows Server 2008 SP2 and R2 SP1; Windows 7 SP1; Windows 8.1; Windows Server 2012 Gold and R2; Windows RT 8.1; and Windows 10 Gold, 1511, and 1607; and Windows Server 2016 allows remote attackers to execute arbitrary code via crafted packets, aka ""Windows SMB Remote Code Execution Vulnerability."" This vulnerability is different from those described in CVE-2017-0143, CVE-2017-0144, CVE-2017-0145, and CVE-2017-0148.",Network,High,None,None,High,High,High,"[['Application', 'microsoft', 'server_message_block', '1.0'], ['Operating System', 'microsoft', 'windows_10', '*'], ['Operating System', 'microsoft', 'windows_10', '1511'], ['Operating System', 'microsoft', 'windows_10', '1607'], ['Operating System', 'microsoft', 'windows_7', '-'], ['Operating System', 'microsoft', 'windows_8.1', '*'], ['Operating System', 'microsoft', 'windows_rt_8.1', '-'], ['Operating System', 'microsoft', 'windows_server_2008', '-']]"
